date,race_num,race_meter,race_lane_condition,weather,rank,horse_num,horse_name,horse_home,horse_sex,horse_age,horse_weight,rating,jockey_name,trainer_name,owner_name,single_odds,double_odds
2020-02-22,1.0,1200.0,15.0,,1.0,8.0,롱가이,한,수,3.0,56.0,,이현종,박대흥,남승현,3.3,1.3
2020-02-22,1.0,1200.0,15.0,,2.0,5.0,백산선더,한,암,3.0,54.0,,안토니오,리카디,이용식,4.1,1.5
2020-02-22,1.0,1200.0,15.0,,3.0,2.0,하이퍼카,한,수,3.0,56.0,,이동하,배대선,장석은,7.2,1.6
2020-02-22,1.0,1200.0,15.0,,4.0,4.0,티즈블랙,한,수,3.0,56.0,,최범현,우창구,유길상,2.1,1.1
2020-02-22,1.0,1200.0,15.0,,5.0,6.0,원더풀라이트,한,암,3.0,54.0,,문정균,최상식,변갑한,117.6,8.6
2020-02-22,1.0,1200.0,15.0,,6.0,10.0,강한여전사,한,암,3.0,54.0,,김용근,신삼영,조창규,35.0,4.8
2020-02-22,1.0,1200.0,15.0,,7.0,9.0,천마여제,한,암,3.0,52.0,,문성혁,서인석,천병득,169.9,35.1
2020-02-22,1.0,1200.0,15.0,,8.0,12.0,에이스함성,한,수,3.0,56.0,,송재철,이관호,황의영,129.2,15.1
2020-02-22,1.0,1200.0,15.0,,9.0,3.0,티케파이어,한,수,3.0,56.0,,이혁,최영주,손병현,87.4,12.5
2020-02-22,1.0,1200.0,15.0,,10.0,7.0,율도장사,한,암,3.0,54.0,,조상범,서정하,공이공팔,105.7,10.9
2020-02-22,1.0,1200.0,15.0,,11.0,1.0,통일질주,한,거,3.0,56.0,,유승완,곽영효,박흥길,56.2,6.7
2020-02-22,1.0,1200.0,15.0,,11.0,11.0,애니티즈,한,거,3.0,56.0,,이해동,박병일,지원철,11.0,11.0
2020-02-22,2.0,1200.0,15.0,,1.0,1.0,청담컬링,한,수,3.0,56.0,,김용근,강환민,삼정,5.4,1.6
2020-02-22,2.0,1200.0,15.0,,2.0,10.0,빅페이스,한,수,3.0,56.0,,먼로,박윤규,이방훈,39.9,4.7
2020-02-22,2.0,1200.0,15.0,,3.0,7.0,파란왕자,한,수,3.0,56.0,,김동수,박병일,박기태,1.9,1.1
2020-02-22,2.0,1200.0,15.0,,4.0,12.0,샤인뮤직,한,암,3.0,54.0,,김정준,심승태,김용래,107.4,15.2
2020-02-22,2.0,1200.0,15.0,,5.0,11.0,큐피드비상,한,암,3.0,54.0,,다비드,서범석,서순배,8.2,1.8
2020-02-22,2.0,1200.0,15.0,,6.0,9.0,원더플레이스,한,암,3.0,54.0,,박태종,김순근,이장한,52.4,5.6
2020-02-22,2.0,1200.0,15.0,,7.0,2.0,서울크라운,한,수,3.0,56.0,,이동하,이관호,김진엽,3.4,1.5
2020-02-22,2.0,1200.0,15.0,,8.0,3.0,원퍼트,한,수,3.0,56.0,,안토니오,지용철,박시용,40.5,6.9
2020-02-22,2.0,1200.0,15.0,,9.0,8.0,빅토리질주,한,암,3.0,54.0,,문정균,최영주,손병현,51.4,5.2
2020-02-22,2.0,1200.0,15.0,,10.0,5.0,피엔에스노랑,한,거,3.0,56.0,,조상범,조현수,피엔에스커튼월,136.8,24.3
2020-02-22,2.0,1200.0,15.0,,11.0,6.0,장나들이,한,수,3.0,56.0,,이동국,서인석,이종욱,261.4,35.0
2020-02-22,2.0,1200.0,15.0,,12.0,4.0,파라곤파워,한,거,3.0,56.0,,이혁,신삼영,김은갑,56.9,12.7
2020-02-22,3.0,1000.0,15.0,,1.0,12.0,머니챔프,한,거,3.0,56.5,35,박병윤,김동균,최임규,5.2,1.7
2020-02-22,3.0,1000.0,15.0,,2.0,2.0,최강마,한,암,3.0,53.5,32,이현종,최영주,말사모,2.0,1.2
2020-02-22,3.0,1000.0,15.0,,3.0,7.0,눈빛언약,한,수,4.0,54.0,29,김용근,박천서,한명로,26.0,3.8
2020-02-22,3.0,1000.0,15.0,,4.0,11.0,바람의소리,한,암,4.0,53.0,30,다비드,임봉춘,류화영,22.3,3.8
2020-02-22,3.0,1000.0,15.0,,5.0,1.0,투엠오케이,한,거,5.0,54.5,30,조상범,최봉주,미즈타니 마사테루,30.5,4.2
2020-02-22,3.0,1000.0,15.0,,6.0,3.0,마이멤버,한,암,3.0,53.0,31,박태종,정호익,백국인,2.9,1.4
2020-02-22,3.0,1000.0,15.0,,6.0,6.0,엄지여왕,한,암,5.0,52.0,28,조재로,배휴준,서상주,172.7,13.5
2020-02-22,3.0,1000.0,15.0,,8.0,9.0,위너세이,한,암,4.0,53.0,30,이동진,리카디,요시다 가츠미,22.5,3.6
2020-02-22,3.0,1000.0,15.0,,9.0,5.0,큐피드허니,한,거,3.0,54.0,30,이혁,이희영,오왕근,51.2,11.5
2020-02-22,3.0,1000.0,15.0,,10.0,8.0,공주사랑,한,암,5.0,52.0,25,유승완,곽영효,박흥길,29.6,3.1
2020-02-22,3.0,1000.0,15.0,,11.0,10.0,위대한파이터,미,거,4.0,55.5,32,송재철,배휴준,곽승용,217.0,33.3
2020-02-22,3.0,1000.0,15.0,,12.0,4.0,운악하비오,한,거,7.0,53.5,28,김옥성,박희철,안응수,338.5,27.3
2020-02-22,4.0,1300.0,15.0,,1.0,10.0,송암캔디,한,거,4.0,57.0,33,박상우,박대흥,지원철,4.1,1.7
2020-02-22,4.0,1300.0,15.0,,2.0,7.0,정문볼트,한,수,3.0,55.5,30,이혁,홍대유,김재영b,3.5,1.3
2020-02-22,4.0,1300.0,15.0,,3.0,6.0,클린업해피,한,거,3.0,55.5,31,이현종,박재우,민형근,3.7,1.7
2020-02-22,4.0,1300.0,15.0,,4.0,8.0,블레싱로드,한,암,5.0,55.0,35,다비드,서범석,무라카미 켄세이,37.3,6.9
2020-02-22,4.0,1300.0,15.0,,5.0,3.0,제주의요정,한,암,4.0,54.0,31,김동수,최봉주,미즈타니 마사테루,4.3,1.5
2020-02-22,4.0,1300.0,15.0,,6.0,5.0,맹산히어로,미,수,4.0,55.0,27,안토니오,지용철,조용학,22.6,6.6
2020-02-22,4.0,1300.0,15.0,,7.0,12.0,두리,한,암,5.0,55.0,33,이기회,김동균,배석두,14.4,2.7
2020-02-22,4.0,1300.0,15.0,,8.0,2.0,큐피드플라잉,한,수,4.0,54.0,25,방춘식,이희영,서순배,124.2,16.4
2020-02-22,4.0,1300.0,15.0,,9.0,1.0,제이엠파이터,한,수,3.0,54.5,29,김정준,김윤섭,김재용,24.4,3.9
2020-02-22,4.0,1300.0,15.0,,10.0,11.0,베티나,한,암,5.0,55.0,33,유승완,박윤규,박기태,136.1,20.0
2020-02-22,4.0,1300.0,15.0,,11.0,9.0,오렌지삭스,한,암,5.0,53.0,27,조상범,강환민,김창식,140.1,32.3
2020-02-22,4.0,1300.0,15.0,,12.0,4.0,선더머니,한,거,5.0,54.0,24,박병윤,손영표,박성구,65.4,10.4
2020-02-22,5.0,1400.0,16.0,,1.0,10.0,골드블루매직,호,암,5.0,55.5,35,황순도,서홍수,황철연,56.7,7.5
2020-02-22,5.0,1400.0,16.0,,2.0,9.0,갤럭시피스,한,암,4.0,54.0,32,이현종,배대선,미리내,5.5,1.8
2020-02-22,5.0,1400.0,16.0,,3.0,8.0,바디스타,한,수,3.0,54.0,30,송재철,임봉춘,김진태a,1.9,1.2
2020-02-22,5.0,1400.0,16.0,,4.0,11.0,럭키마이더스,한,수,4.0,56.5,34,김정준,김윤섭,조창규,15.9,2.6
2020-02-22,5.0,1400.0,16.0,,5.0,12.0,미사일캔디,한,수,5.0,53.5,28,김용근,최영주,이장운,17.4,4.1
2020-02-22,5.0,1400.0,16.0,,6.0,1.0,대싱카누,한,암,4.0,53.0,30,이혁,유재길,박정열,4.9,1.7
2020-02-22,5.0,1400.0,16.0,,7.0,7.0,킹스캐리지,한,수,4.0,55.0,31,먼로,강환민,이성인,10.9,2.7
2020-02-22,5.0,1400.0,16.0,,8.0,2.0,윈드리버,한,암,4.0,52.5,29,유승완,전승규,손병현,17.4,3.4
2020-02-22,5.0,1400.0,16.0,,9.0,6.0,천운동행,미,암,4.0,52.0,27,김옥성,최봉주,조금제,97.0,13.2
2020-02-22,5.0,1400.0,16.0,,10.0,4.0,대한챔프,한,수,4.0,54.0,29,박병윤,서정하,대한사료,40.2,5.2
2020-02-22,5.0,1400.0,16.0,,11.0,3.0,블루스파이더,호,거,5.0,56.5,34,하정훈,임봉춘,지앤지프로덕션,125.4,22.3
2020-02-22,5.0,1400.0,16.0,,5.0,5.0,로열복순이,한,암,5.0,55.0,34,빅투아르,박병일,이장호,5.0,5.0
2020-02-22,6.0,1300.0,16.0,맑음,1.0,4.0,클린업샤인,미,암,3.0,53.0,43,먼로,강환민,씨유네트워크,3.5,1.4
2020-02-22,6.0,1300.0,16.0,맑음,2.0,3.0,빅투더빅,캐,암,3.0,54.5,46,김용근,송문길,이미양,4.6,1.6
2020-02-22,6.0,1300.0,16.0,맑음,3.0,7.0,사려니위너,미,암,3.0,52.5,42,송재철,구자흥,오영익,2.8,1.2
2020-02-22,6.0,1300.0,16.0,맑음,4.0,8.0,글로벌럭키,미,암,3.0,52.0,37,이혁,최상식,장재형,13.7,2.4
2020-02-22,6.0,1300.0,16.0,맑음,5.0,10.0,청담포리스트,미,암,3.0,51.0,36,조상범,리카디,삼정,74.8,17.9
2020-02-22,6.0,1300.0,16.0,맑음,6.0,11.0,로럴케이,미,암,3.0,51.0,38,박태종,김윤섭,강경운,51.2,10.9
2020-02-22,6.0,1300.0,16.0,맑음,7.0,5.0,빅토리고고,미,암,3.0,51.0,36,조한별,서인석,최동천,44.0,9.1
2020-02-22,6.0,1300.0,16.0,맑음,8.0,1.0,춘산,미,암,3.0,56.5,50,김동수,전승규,이관형,4.5,1.5
2020-02-22,6.0,1300.0,16.0,맑음,9.0,12.0,오칼라매직제제이,미,암,3.0,51.0,38,문성혁,서인석,김종진,62.1,14.5
2020-02-22,6.0,1300.0,16.0,맑음,10.0,6.0,오렌지스텝,캐,암,3.0,51.0,37,문정균,이관호,이경희,62.1,17.7
2020-02-22,6.0,1300.0,16.0,맑음,11.0,2.0,피엔에스초록,아,암,4.0,52.0,38,이해동,구자흥,피엔에스커튼월,96.5,31.6
2020-02-22,6.0,1300.0,16.0,맑음,9.0,9.0,명진스톰,미,암,3.0,51.0,38,이현종,박대흥,정은섭,9.0,9.0
2020-02-22,7.0,1600.0,16.0,,1.0,3.0,블루키톤,미,수,3.0,56.5,49,이준철,김대근,최병욱,2.3,1.2
2020-02-22,7.0,1600.0,16.0,,2.0,6.0,히든삭스,미,수,3.0,54.5,44,이현종,강성오,김창식,3.4,1.4
2020-02-22,7.0,1600.0,16.0,,3.0,10.0,은어축제,미,수,3.0,52.5,36,먼로,박재우,최기영,14.7,3.0
2020-02-22,7.0,1600.0,16.0,,4.0,2.0,돌아온뽀빠이,미,거,3.0,53.5,41,유승완,최용구,이영해,4.0,1.4
2020-02-22,7.0,1600.0,16.0,,5.0,7.0,캡틴포스원,미,수,3.0,52.5,36,박태종,정호익,서정범,40.0,4.3
2020-02-22,7.0,1600.0,16.0,,6.0,5.0,원더풀인디언,미,거,4.0,53.0,36,조상범,전승규,지대섭,31.6,4.4
2020-02-22,7.0,1600.0,16.0,,7.0,4.0,시스푸마캡틴,미,거,4.0,53.0,36,빅투아르,서인석,김종진,15.3,2.6
2020-02-22,7.0,1600.0,16.0,,8.0,9.0,정상킹덤,미,수,3.0,52.5,37,김옥성,박희철,정동진,71.3,12.2
2020-02-22,7.0,1600.0,16.0,,9.0,1.0,옥룡,미,거,3.0,53.5,39,안토니오,강성오,이긍열,21.2,5.5
2020-02-22,7.0,1600.0,16.0,,10.0,8.0,큐피드스카이,미,거,3.0,52.5,36,하정훈,박천서,서순배,92.9,10.9
2020-02-22,8.0,1700.0,16.0,,1.0,8.0,사이먼퀸,한,암,4.0,52.5,40,박태종,우창구,임영수,6.3,1.8
2020-02-22,8.0,1700.0,16.0,,2.0,6.0,천년의비,한,암,4.0,54.0,43,안토니오,박대흥,류주영,3.5,1.5
2020-02-22,8.0,1700.0,16.0,,3.0,9.0,백색광채,한,거,4.0,53.0,38,이동하,배대선,미리내,5.4,2.0
2020-02-22,8.0,1700.0,16.0,,4.0,10.0,한센바로우즈,한,수,5.0,52.5,37,먼로,서인석,이노쿠마 히로츠구,8.0,2.3
2020-02-22,8.0,1700.0,16.0,,5.0,12.0,골드레벨,한,암,4.0,52.0,39,빅투아르,서홍수,이미경,25.5,6.2
2020-02-22,8.0,1700.0,16.0,,6.0,2.0,불후의명곡,한,거,6.0,52.0,36,유승완,강성오,김경민,33.7,6.3
2020-02-22,8.0,1700.0,16.0,,7.0,7.0,원더풀루비,한,암,4.0,52.0,37,조재로,배휴준,지대섭,7.3,2.7
2020-02-22,8.0,1700.0,16.0,,8.0,4.0,더블골드,한,거,5.0,52.0,36,방춘식,이희영,오왕근,51.2,8.9
2020-02-22,8.0,1700.0,16.0,,9.0,5.0,메니스마트,한,암,5.0,55.0,45,송재철,송문길,박정재,42.5,8.4
2020-02-22,8.0,1700.0,16.0,,10.0,11.0,티즈로즈,한,암,4.0,53.0,41,박병윤,강성오,김선식,11.4,4.4
2020-02-22,8.0,1700.0,16.0,,11.0,3.0,위너마운틴,한,거,4.0,53.0,38,이혁,곽영효,이미경,10.3,4.1
2020-02-22,8.0,1700.0,16.0,,12.0,1.0,파인하트,한,암,5.0,52.5,40,안효리,박병일,이용대,16.8,4.5
2020-02-22,9.0,1800.0,16.0,흐림,1.0,7.0,다이아로드,한,암,4.0,53.0,79,김용근,송문길,손병철,3.1,1.5
2020-02-22,9.0,1800.0,16.0,흐림,2.0,4.0,실버울프,호,암,8.0,58.0,125,유승완,송문길,윤우환,2.3,1.3
2020-02-22,9.0,1800.0,16.0,흐림,3.0,11.0,화기,미,암,4.0,53.0,82,빅투아르,이관호,황은호,65.9,9.8
2020-02-22,9.0,1800.0,16.0,흐림,4.0,2.0,클리어검,한,암,4.0,53.0,82,이동하,김순근,조창석,3.9,1.2
2020-02-22,9.0,1800.0,16.0,흐림,5.0,10.0,서울의별,한,암,5.0,53.0,80,박을운,김동철,김선식,22.1,3.1
2020-02-22,9.0,1800.0,16.0,흐림,6.0,5.0,초코캔디,미,암,4.0,53.0,74,이현종,이신영,정영식,31.3,4.8
2020-02-22,9.0,1800.0,16.0,흐림,7.0,3.0,리드머니,한,암,6.0,54.0,90,먼로,박윤규,박덕희,14.5,2.3
2020-02-22,9.0,1800.0,16.0,흐림,8.0,6.0,소울리마제스틱,미,암,4.0,53.0,51,이철경,서인석,김재성b,131.2,26.9
2020-02-22,9.0,1800.0,16.0,흐림,9.0,8.0,청수여걸,미,암,5.0,53.0,85,송재철,박대흥,청수,41.3,4.9
2020-02-22,9.0,1800.0,16.0,흐림,10.0,1.0,플로리다파워,미,암,4.0,53.0,70,이혁,이신영,태립,37.5,6.7
2020-02-22,9.0,1800.0,16.0,흐림,11.0,9.0,마이시스터니나,미,암,4.0,53.0,51,조상범,서인석,김종진,103.2,28.9
2020-02-22,10.0,2000.0,16.0,흐림,1.0,6.0,클린업시크릿,한,수,5.0,58.0,78,먼로,송문길,씨유네트워크,13.0,3.5
2020-02-22,10.0,2000.0,16.0,흐림,2.0,1.0,최강고수,미,수,5.0,55.0,71,문정균,정호익,홍평우,7.0,2.0
2020-02-22,10.0,2000.0,16.0,흐림,3.0,5.0,명품축제,한,수,4.0,56.0,72,이현종,김점오,박양호,5.2,1.9
2020-02-22,10.0,2000.0,16.0,흐림,4.0,7.0,팔팔빅토리,한,거,5.0,55.0,69,송재철,박윤규,박덕희,6.2,1.9
2020-02-22,10.0,2000.0,16.0,흐림,5.0,8.0,우리,미,수,4.0,56.0,74,김용근,임봉춘,김진태a,2.5,1.4
2020-02-22,10.0,2000.0,16.0,흐림,6.0,4.0,예상백승,한,암,6.0,52.0,66,이동하,김순근,이장한,40.7,6.1
2020-02-22,10.0,2000.0,16.0,흐림,7.0,2.0,스마티블루,한,거,5.0,54.0,66,조상범,전승규,김용래,5.5,1.7
2020-02-22,10.0,2000.0,16.0,흐림,8.0,10.0,다크플레이어,미,수,4.0,56.0,73,안토니오,이관호,박남성,32.0,5.5
2020-02-22,10.0,2000.0,16.0,흐림,9.0,3.0,반야동행,미,수,6.0,58.0,79,빅투아르,토니,한명로,29.1,5.5
2020-02-22,10.0,2000.0,16.0,흐림,10.0,9.0,킹즈워리어,미,수,6.0,54.0,64,김효정,심승태,김지훈,67.4,11.5
2020-02-22,11.0,1200.0,16.0,,1.0,6.0,큐피드가이,미,거,4.0,53.5,58,이혁,박천서,서순배,6.1,2.0
2020-02-22,11.0,1200.0,16.0,,2.0,3.0,패션피플,미,수,4.0,52.0,55,먼로,서인석,이원태,6.3,1.9
2020-02-22,11.0,1200.0,16.0,,3.0,8.0,프로함성,미,거,4.0,55.5,62,이현종,이관호,황의영,5.7,2.2
2020-02-22,11.0,1200.0,16.0,,4.0,7.0,오더파지빌리티스,미,거,5.0,56.0,63,이동하,정호익,장재형,59.3,8.6
2020-02-22,11.0,1200.0,16.0,,5.0,12.0,말리부진저,미,거,5.0,54.5,60,유승완,이신영,정영식,11.8,2.6
2020-02-22,11.0,1200.0,16.0,,6.0,11.0,싱싱메리,미,암,4.0,52.0,57,조재로,배휴준,전석호,22.0,3.7
2020-02-22,11.0,1200.0,16.0,,7.0,10.0,서클댄서,한,암,6.0,53.5,61,문정균,최봉주,이수행,56.1,22.9
2020-02-22,11.0,1200.0,16.0,,8.0,5.0,다이나믹커밍,미,수,3.0,52.0,55,송재철,박대흥,이원태,2.7,1.3
2020-02-22,11.0,1200.0,16.0,,9.0,9.0,와일드파이트,미,거,4.0,52.0,55,김정준,신삼영,유영준,75.6,10.3
2020-02-22,11.0,1200.0,16.0,,10.0,1.0,플라잉보스,미,수,5.0,54.5,60,조상범,강환민,김형순,72.8,12.7
2020-02-22,11.0,1200.0,16.0,,11.0,4.0,글로벌파티,미,수,3.0,51.0,51,박태종,최상식,장재형,5.5,2.1
2020-02-22,11.0,1200.0,16.0,,12.0,2.0,웰니스케이,미,거,5.0,52.0,51,김용근,우창구,강경운,102.7,44.6
